,brand,category,cost,year,debt_ratio,profit,fairness,growth,stability
1373,몰틀리,기타 외식,19326.0,6,78,5,3,3,3
1374,우리집닭강정,기타 외식,3775.0,22,176,3,3,2,4
1375,땡큐꼬마김밥,분식,5390.0,7,255,5,3,4,4
1376,무한장어,기타 외식,11280.0,13,22,3,3,1,2
1377,한상차림,한식,14982.0,4,1489,3,3,5,5
1378,엉클스,기타 외식,12940.0,9,737,1,3,4,5
1379,카페보그너,커피,10970.0,8,215,3,3,3,4
1380,온리김치찌개(Only김치찌개),한식,3641.0,5,20,5,3,4,2
1381,느린마을양조장&펍,주점,14105.0,24,294,3,3,3,4
1382,남문떡볶이,분식,4258.0,4,1001,3,3,5,5
1383,트레비어,주점,19780.0,8,277,3,3,2,4
1384,서민반찬,한식,9495.0,6,414,3,3,5,5
1385,카페나무,커피,9185.0,11,1,1,3,5,2
1386,신대장,분식,4490.0,5,119,5,3,4,3
1387,바오밥(BAOBAB),기타 외식,10820.0,8,138,1,3,3,3
1388,치킨퐁237,치킨,6977.0,4,-3629,2,3,5,1
1389,쇼부,일식,9025.0,3,22,2,3,0,2
1390,육장장이,한식,17900.0,5,97,4,3,5,3
1391,호이차,음료 (커피 외),7403.0,4,245,4,3,5,4
1392,칼리가리,기타 외식,8450.0,6,-305,2,3,1,1
1393,닭에꼬치닭,치킨,3510.0,5,161,5,3,5,4
1394,상하이짬뽕,중식,6220.0,11,-375,1,3,0,1
1395,하늘본닭,한식,17570.0,10,-192,1,3,1,1
1396,티라레미수,커피,22262.0,8,277,4,3,0,4
1397,애플꼬마김밥,분식,4810.0,4,4062,2,3,5,5
1398,동백연가,주점,10550.0,5,0,3,3,4,2
1399,부대장,한식,10310.0,17,162,1,3,2,4
1400,하나돈까스,일식,10950.0,15,264,3,3,3,4
1401,블랙스톤,서양식,19546.0,8,56,3,3,3,3
1402,애플꼬마김밥,분식,4810.0,4,4062,2,3,5,5
1403,동백연가,주점,10550.0,5,0,3,3,4,2
1404,긱스피자,피자,6755.0,4,337,4,3,5,4
1405,엉클스,기타 외식,12940.0,9,737,1,3,4,5
1406,닭에꼬치닭,치킨,3510.0,5,161,5,3,5,4
1407,맛잡이,주점,6260.0,8,20,5,3,2,2
1408,우리집닭강정,기타 외식,3775.0,22,176,3,3,2,4
1409,육전면사무소,기타 외식,5648.0,8,5,4,3,3,2
1410,구이가,기타 외식,6730.0,17,309,3,3,2,4
1411,칼리가리,기타 외식,8450.0,6,-305,2,3,1,1
1412,카페나무,커피,9185.0,11,1,1,3,5,2
1413,콘레드커피,커피,5980.0,5,91,3,3,1,3
1414,느린마을양조장&펍,주점,14105.0,24,294,3,3,3,4
1415,부대장,한식,10310.0,17,162,1,3,2,4
1416,시골애,한식,11770.0,13,2,3,3,3,2
1417,서민반찬,한식,9495.0,6,414,3,3,5,5
1418,마피아커피(MAFIA,커피,6990.0,8,-207,1,3,2,1
1419,신사부대찌개&품격삼겹살,한식,12680.0,6,137,4,3,3,3
1420,덮밥애,기타 외식,4005.0,9,263,3,3,3,4
1421,마고스,커피,12950.0,22,-249,1,3,2,1
1422,바로그집,분식,9990.0,17,28,4,3,4,2
1423,밀겨울,기타 외식,1080.0,13,76,2,3,2,3
1424,몬스터김밥,분식,7960.0,20,72,3,3,3,3
1425,뿔닭브라더스,치킨,3625.0,9,138,5,3,2,4
1426,대한닭발1979,기타 외식,3245.0,10,392,2,3,4,5
1427,스테이크어스,기타 외국식,4075.0,4,217,1,3,3,4
1428,부타돈카츠,일식,13180.0,8,-150,1,3,3,1
1429,미스앤미스터포테이토,패스트푸드,9495.0,14,16754,2,3,1,5
1430,왕가탕후루,기타 외국식,5820.0,5,2076474,1,3,1,5
1431,수김밥,한식,8130.0,8,132,4,3,3,3
1432,원조김할머니의령소바,기타 외식,10560.0,11,-103,1,3,1,1
1433,타르타르,제과제빵,24240.0,10,14,1,3,1,2
1434,공룡슈퍼,주점,9110.0,3,54,5,3,0,3
1435,히즈빈스(HISBEANS),커피,14391.0,13,629,3,3,3,5
1436,굴천지&초계국수,기타 외식,2325.0,20,185,4,3,3,4
1437,쿠로배트맨,기타 외식,7991.0,9,87,5,3,4,3
1438,삼팔강땡,주점,7790.0,20,224,2,3,4,4
1439,로봇김밥,분식,9907.0,7,439,3,3,2,5
1440,칠칠켄터키,치킨,8330.0,10,136,4,3,5,3
1441,"찜닭,삼겹,떡볶이파는집",기타 외식,3880.0,5,162,4,3,4,4
1442,존슨켄터키,치킨,9055.0,10,98,2,3,4,3
1443,도담치킨,치킨,11440.0,21,158,3,3,3,4
1444,오드리헵번카페티엠(TM),커피,18980.0,8,283,3,3,5,4
1445,돈수백,기타 외식,10700.0,15,133,3,3,2,3
1446,아그집쭈꾸미,기타 외식,8590.0,14,2,2,3,1,2
1447,짚터,한식,13582.0,16,340,2,3,1,5
1448,청년감자탕,한식,10836.0,3,6,4,3,0,2
1449,고래감자탕,한식,11725.0,8,-112,1,3,2,1
1450,다포유양키즈,치킨,10210.0,15,5,3,3,4,2
1451,굴천지&초계국수,기타 외식,2325.0,20,185,4,3,3,4
1452,최고봉갈매기,한식,8495.0,11,46,2,3,1,2
1453,닭스,치킨,5865.0,21,83,1,3,1,3
1454,삼팔강땡,주점,7790.0,20,224,2,3,4,4
1455,타르타르,제과제빵,24240.0,10,14,1,3,1,2
1456,마고스,커피,12950.0,22,-249,1,3,2,1
1457,대만샌드위치,제과제빵,6710.0,9,13138,1,3,1,5
1458,대한닭발1979,기타 외식,3245.0,10,392,2,3,4,5
1459,수김밥,한식,8130.0,8,132,4,3,3,3
1460,고래감자탕,한식,11725.0,8,-112,1,3,2,1
1461,족발맨,기타 외식,6775.0,4,3,4,3,0,2
1462,몬스터김밥,분식,7960.0,20,72,3,3,3,3
1463,콩두,한식,770.0,4,4196,3,3,5,5
1464,돈수백,기타 외식,10700.0,15,133,3,3,2,3
1465,오드리헵번카페티엠(TM),커피,18980.0,8,283,3,3,5,4
1466,미스앤미스터포테이토,패스트푸드,9495.0,14,16754,2,3,1,5
1467,마늘은약이다,기타 외식,8560.0,7,-145,1,3,2,1
1468,개집비어,주점,6690.0,10,33,1,3,1,2
1469,로봇김밥,분식,9907.0,7,439,3,3,2,5
1470,낙원갈비집,한식,29463.0,4,373,4,3,5,5
1471,전통맛집,한식,6765.0,7,91,4,3,4,3
1472,원조김할머니의령소바,기타 외식,10560.0,11,-103,1,3,1,1
1473,하루엔소쿠,일식,13290.0,10,-133,1,3,5,1
1474,귀한족발,기타 외식,9111.0,4,190,5,3,5,4
1475,마슬랜,치킨,4370.0,19,70,5,3,1,3
1476,샤브한쌈,기타 외식,17927.0,11,23,1,3,2,2
1477,칠칠켄터키,치킨,8330.0,10,136,4,3,5,3
1478,쿠로배트맨,기타 외식,7991.0,9,87,5,3,4,3
1479,땡큐맘치킨,치킨,4940.0,8,115,4,3,4,3
1480,55온족발,기타 외식,7875.0,8,2,5,3,3,2
1481,황장군,한식,23780.0,9,3072,3,3,3,5
1482,팬브레드,서양식,6550.0,8,-149,4,3,4,1
1483,아그집쭈꾸미,기타 외식,8590.0,14,2,2,3,1,2
1484,마피아커피(MAFIA,커피,6990.0,8,-207,1,3,2,1
1485,유동커피,커피,26000.0,4,105,5,3,5,3
1486,고쿠텐,일식,7600.0,4,282,4,3,5,4
1487,반반스프링스커피(BANBANSPRINGS,커피,6350.0,12,146,3,3,3,4
1488,파파호두,제과제빵,7560.0,16,-290,5,3,1,1
1489,부여통닭,치킨,4676.0,5,349,4,3,2,5
1490,전광수커피,커피,17450.0,5,228,4,3,4,4
1491,크레이지후라이,기타 외식,9960.0,6,-160,1,3,2,1
1492,삼교리동치미막국수,한식,13500.0,15,118,4,3,3,3
1493,장상궁김밥,분식,7010.0,9,96,2,3,2,3
1494,구슬함박,기타 외식,23330.0,9,-287,1,3,1,1
1495,금방진,치킨,3750.0,13,53,3,3,4,2
1496,파머스빈,커피,7306.0,5,-1083,3,3,4,1
1497,더바스켓,기타 외식,4308.0,9,139,2,3,2,3
1498,무성구어바베큐치킨,치킨,3215.0,7,154,3,3,4,4
1499,보리네생고깃간,기타 외식,16065.0,6,1477,3,3,3,5
1500,파머스빈,커피,7306.0,5,-1083,3,3,4,1
1501,불땡국수주점,주점,14091.0,12,28,3,3,1,2
1502,크레이지후라이,기타 외식,9960.0,6,-160,1,3,2,1
1503,육마니,한식,11330.0,8,192,3,3,3,4
1504,부여통닭,치킨,4676.0,5,349,4,3,2,5
1505,편대장영화식당,기타 외식,43500.0,14,-673,3,3,4,1
1506,여장군,한식,5153.0,4,-834,2,3,4,1
1507,하바나익스프레스,커피,7890.0,9,52,2,3,1,2
1508,고베규카츠,기타 외식,19546.0,8,394,1,3,1,5
1509,모던통닭,치킨,7768.0,16,33,4,3,4,2
1510,치떠끼,분식,3135.0,8,152,3,3,4,4
1511,토고리불꽃막창,한식,5225.0,11,620,3,3,2,5
1512,전광수커피,커피,17450.0,5,228,4,3,4,4
1513,더바스켓,기타 외식,4308.0,9,139,2,3,2,3
1514,금방진,치킨,3750.0,13,53,3,3,4,2
1515,에바돈가츠,기타 외식,5072.0,9,-383,1,3,2,1
1516,장상궁김밥,분식,7010.0,9,96,2,3,2,3
1517,삼교리동치미막국수,한식,13500.0,15,118,4,3,3,3
1518,구슬함박,기타 외식,23330.0,9,-287,1,3,1,1
1519,9,커피,55900.0,24,229,2,3,3,4
1520,커피101스트릿(COFFEE,커피,10750.0,5,164,4,3,4,4
1521,겐로쿠우동,일식,8090.0,9,41,3,3,2,2
1522,파파호두,제과제빵,7560.0,16,-290,5,3,1,1
1523,온기정,일식,15605.0,7,191,4,3,4,4
1524,iPho,기타 외국식,8112.0,7,-304,1,3,1,1
1525,어죽이네철렵국,한식,1750.0,19,44,4,3,3,2
1526,무성구어바베큐치킨,치킨,3215.0,7,154,3,3,4,4
1527,노마세야매운갈비찜,한식,9670.0,9,76,3,3,2,3
1528,고기극찬,한식,8528.0,11,-126,4,3,0,1
1529,경복궁삼계탕,한식,5010.0,5,60,5,3,3,3
1530,화풍주락종로1번가,주점,8460.0,15,241,5,3,5,4
1531,숨쉬는,한식,12763.0,5,342,2,3,4,4
1532,부뚜막치킨,기타 외식,1245.0,15,-105,3,3,2,1
1533,보리네생고깃간,기타 외식,16065.0,6,1477,3,3,3,5
1534,조선의한우,기타 외식,10910.0,17,487,1,2,1,5
1535,청진동해장국,한식,5865.0,14,13,4,3,2,2
1536,보영만두,분식,8980.0,8,-744,3,3,3,1
1537,난다곱창,한식,2686.0,5,-262,1,3,0,1
1538,사골먹은감자탕,한식,5755.0,5,196,5,3,4,4
1539,슈퍼떡볶킹,분식,4135.0,4,68,5,3,3,3
1540,어다리,기타 외식,22025.0,11,13,2,3,0,2
1541,전주24시참편한39콩나물국밥,한식,13670.0,4,360,4,3,5,5
1542,밤새지기,주점,6855.0,8,165,2,3,1,4
1543,라이스쉐프,분식,9430.0,8,-130,1,3,4,1
1544,옛날농장,한식,12551.0,16,52,2,3,2,3
1545,별빛에취한제주바다,주점,12380.0,3,734,4,3,0,5
1546,소소한일상의별난주점,주점,4380.0,8,4400,2,3,3,5
1547,해우리,한식,18500.0,13,140,4,3,3,4
1548,강다짐,분식,6000.0,7,91,3,3,3,3
1549,통큰낙지,한식,17600.0,12,14,5,3,2,2
1550,북앤빅뱅,음료 (커피 외),21100.0,23,2087,1,3,5,5
1551,솔레미오,기타 외식,10210.0,18,108,1,3,4,3
1552,커피하우스,커피,5500.0,12,2,5,3,2,2
1553,김경자소문난대구왕뽈찜,한식,13920.0,9,98,3,3,3,3
1554,꽃담은소,기타 외식,18585.0,13,-224,4,3,4,1
1555,방태막국수,한식,10867.0,11,116,3,3,2,3
1556,중떡,한식,5888.0,9,332,4,3,5,5
1557,복사꽃피는집,한식,22710.0,8,127,4,3,2,3
1558,농부치킨,치킨,4590.0,18,131,3,3,3,3
1559,이바돔,한식,24480.0,23,-640,1,3,1,1
1560,레시피#9,기타 외식,15750.0,10,-173,1,3,2,1
1561,쌔떼치킨&꾸버불라,치킨,2150.0,24,168,4,3,3,4
1562,손찬,한식,16250.0,3,916,2,3,0,5
1563,씨이십칠(C27),커피,38620.0,8,14826,2,3,2,5
1564,뽕신,중식,11060.0,12,101,2,3,1,3
1565,고고(Gogo)함박,서양식,7705.0,32,212,3,3,3,4
1566,두남자찜닭,한식,15530.0,9,37,2,3,2,2
1567,남노갈비,한식,12820.0,12,371,3,3,2,5
1568,히토기라쿠,주점,7462.0,21,30,3,3,2,2
1569,코코샤브,기타 외식,30700.0,20,90,2,3,1,3
1570,빛나는바다,기타 외식,14431.0,9,-163,1,3,2,1
1571,신의주부대찌개,한식,9517.0,22,96,5,3,5,3
1572,135튀김집,분식,7500.0,6,3376,1,3,2,5
1574,대왕해물문어보쌈,기타 외식,18100.0,8,-239,1,3,5,1
1575,으니의수라간,분식,5320.0,10,258,3,3,3,4
1576,압구정곱떡,기타 외식,12078.0,8,39,5,3,5,2
1577,111치킨,치킨,6765.0,14,42,3,3,2,2
1578,동산만두,분식,2473.0,6,-739,3,3,4,1
1579,콩시루,한식,7580.0,7,69,5,3,3,3
1580,마음을,한식,4300.0,5,42,4,3,5,2
1581,소소한일상의별난주점,주점,4380.0,8,4400,2,3,3,5
1582,우리동네국수집,분식,5635.0,7,307,2,3,2,4
1583,다가올레,치킨,2436.0,12,93,3,3,1,3
1584,줄리앙,커피,5970.0,8,-881,4,3,4,1
1585,모모닭강정,치킨,2652.0,17,144,2,3,1,4
1586,찜꽁찜닭,한식,6160.0,7,-157,1,3,4,1
1587,돈돈정,일식,15700.0,6,1291,1,3,1,5
1588,"오직,",제과제빵,5545.0,6,-321,1,3,5,1
1589,불오뎅,분식,4215.0,11,59,5,3,3,3
1590,도노텀블,커피,6627.0,8,502,3,3,2,5
1591,더짝,기타 외식,13587.0,12,-3451,2,3,1,1
1592,몽실이비어,주점,4345.0,10,171,4,3,1,4
1593,보나베띠,서양식,25556.0,18,-272,3,3,1,1
1594,홍팬의,한식,9683.0,8,66,5,3,0,3
1595,사람사는고깃집김일도,한식,13452.0,10,304,1,3,2,4
1596,바람의핫도그,패스트푸드,10750.0,7,2638,3,3,3,5
1597,뜨돈(DD'DON),서양식,11520.0,10,1000,5,3,5,5
1598,대만샌드위치,기타 외식,5730.0,9,-383,1,3,2,1
1599,새벽회,일식,7815.0,3,579,2,3,0,5
1600,바람의핫도그,패스트푸드,10750.0,7,2638,3,3,3,5
1601,통큰낙지,한식,17600.0,12,14,5,3,2,2
1602,우림칼국수,분식,3082.0,8,10,5,3,4,2
1603,아그라,기타 외식,23430.0,6,170,4,3,5,4
1604,줄리앙,커피,5970.0,8,-881,4,3,4,1
1605,오늘도찜닭&삼겹&파스타,한식,3575.0,5,15895,5,3,4,5
1606,신의주부대찌개,한식,9517.0,22,96,5,3,5,3
1607,오슬로우(OHSLOW),커피,6845.0,5,-1343,2,3,5,1
1608,돈돈정,일식,15700.0,6,1291,1,3,1,5
1609,모모닭강정,치킨,2652.0,17,144,2,3,1,4
1610,콩시루,한식,7580.0,7,69,5,3,3,3
1611,도노텀블,커피,6627.0,8,502,3,3,2,5
1612,두레옛날통닭,치킨,4040.0,4,-160,1,3,4,1
1613,다가올레,치킨,2436.0,12,93,3,3,1,3
1614,소소한일상의별난주점,주점,4380.0,8,4400,2,3,3,5
1615,아자부,기타 외식,28200.0,6,235,4,3,4,4
1616,뜨돈(DD'DON),서양식,11520.0,10,1000,5,3,5,5
1617,더짝,기타 외식,13587.0,12,-3451,2,3,1,1
1618,블랙퀸의,치킨,5590.0,17,161,5,3,5,4
1619,즉석국물떡볶이,분식,4853.0,5,11,5,3,5,2
1620,신야텐야,일식,17370.0,6,-162,3,3,3,1
1621,우성돈까스,일식,7250.0,2,181,3,3,1,4
1622,다담뜰,한식,49840.0,6,-258,1,3,1,1
1623,맛들의축제,한식,7220.0,9,4,1,3,1,2
1624,더맛있는족발보쌈,한식,9363.0,5,65,5,3,1,3
1625,불오뎅,분식,4215.0,11,59,5,3,3,3
1626,홍팬의,한식,9683.0,8,66,5,3,0,3
1627,박군자진주냉면,한식,2700.0,10,38,4,3,3,2
1628,셀프프리카페,한식,15900.0,11,189,3,3,1,4
1629,쏘자,기타 외식,2830.0,14,10,3,3,1,2
1630,바울아저씨,분식,9222.0,9,7,1,3,1,2
1631,프랑스에다녀온붕어빵,제과제빵,17830.0,9,103,2,3,2,3
1632,제주,한식,12160.0,17,79,3,3,4,3
1633,심청아배고파,기타 외식,5940.0,17,35,4,3,3,2
1634,노가리까는언니,주점,5820.0,6,-178,1,3,1,1
1635,두껍삼,기타 외식,8430.0,11,362,5,3,2,5
1636,장인족발608,한식,7348.0,9,20,4,3,2,2
1637,스모킹카페(Smoking,커피,10670.0,7,-715,5,3,5,1
1638,홍그리,분식,3190.0,9,-529,1,3,4,1
1639,남매황제해물문어보쌈,한식,23985.0,8,13,5,3,0,2
1640,아우어베이커리(OUR,제과제빵,78147.0,7,124,5,3,4,3
1641,북문당,제과제빵,6229.0,4,869,4,3,5,5
1642,하와이새우트럭,기타 외국식,13660.0,6,120,2,3,2,3
1643,김삿갓통닭,치킨,4755.0,5,-875,4,3,4,1
1644,마라루,중식,6775.0,4,3212,3,3,5,5
1645,카페더스노우,기타 외식,4380.0,11,67,4,3,4,3
1646,온채당,한식,19695.0,8,479,3,3,2,5
1647,주인의주방,일식,6515.0,8,302,3,3,2,4
1648,생극해장국,한식,9250.0,10,327,3,3,2,4
1649,몰리제피자,피자,4743.0,11,36,2,3,2,2
1650,만뽀,일식,14300.0,6,-250,2,3,3,1
1651,스모킹카페(Smoking,커피,10670.0,7,-715,5,3,5,1
1652,탄광맥주,주점,8417.0,7,435,4,3,5,5
1653,하와이새우트럭,기타 외국식,13660.0,6,120,2,3,2,3
1654,프랑스에다녀온붕어빵,제과제빵,17830.0,9,103,2,3,2,3
1655,일일향,중식,29760.0,4,-280,1,3,5,1
1656,노가리까는언니,주점,5820.0,6,-178,1,3,1,1
1657,바울아저씨,분식,9222.0,9,7,1,3,1,2
1658,장인족발608,한식,7348.0,9,20,4,3,2,2
1659,생극해장국,한식,9250.0,10,327,3,3,2,4
1660,정도너츠,제과제빵,14465.0,15,113,3,3,3,3
1661,샤브정,기타 외식,6625.0,11,200,3,3,2,4
1662,어부김호권의청년어부,일식,6594.0,4,310,4,3,4,4
1663,온채당,한식,19695.0,8,479,3,3,2,5
1664,정직한통닭,치킨,6057.0,14,794,3,3,2,5
1665,남매황제해물문어보쌈,한식,23985.0,8,13,5,3,0,2
1666,주모리,기타 외식,9935.0,10,-281,1,3,3,1
1667,제주,한식,12160.0,17,79,3,3,4,3
1668,보배반점,중식,13260.0,3,694,4,3,0,5
1669,심청아배고파,기타 외식,5940.0,17,35,4,3,3,2
1670,정다함,서양식,4526.0,7,148,1,3,4,4
1671,냅다청양집,한식,6070.0,3,301,4,3,0,4
1672,박용석스시,일식,1467.0,8,110,4,3,5,3
1673,이선생짜글이,한식,7240.0,14,4,5,3,4,2
1674,카페더스노우,기타 외식,4380.0,11,67,4,3,4,3
1675,주인의주방,일식,6515.0,8,302,3,3,2,4
1676,카페파머스,커피,19615.0,11,-244,1,3,2,1
1677,김치도가,한식,8873.0,5,-2214,2,3,2,1
1678,무한삼겹시대,한식,10670.0,7,90,3,3,4,3
1679,모리셔스브라운(Mauritius,음료 (커피 외),6160.0,5,2752,3,3,1,5
1680,Blu,커피,9955.0,4,-515,2,3,0,1
1681,채상궁,한식,15300.0,17,131,3,3,2,4
1682,댓짱돈까스,한식,17506.0,6,197,5,3,3,4
1683,이자카야,일식,7450.0,5,80,4,3,2,3
1684,진원,한식,16950.0,3,48,1,3,0,2
1685,괴짜쉐프파스타,서양식,6655.0,4,337,4,3,5,4
1686,셀프프리카페,한식,15900.0,11,189,3,3,1,4
1687,몰리제피자,피자,4743.0,11,36,2,3,2,2
1688,쿡플,일식,4385.0,10,515,3,3,1,5
1689,맷돌로만,한식,13775.0,11,80,1,3,2,3
1690,역전국밥,한식,8340.0,5,107,4,3,3,3
1691,소문난왕만두찐빵,분식,2510.0,17,822,3,3,3,5
1692,삼삼이네,한식,7054.0,19,107,5,3,2,3
1693,승도리네,한식,7220.0,3,132,1,3,0,3
1694,로타리치킨상회,치킨,5798.0,6,-132,1,3,5,1
1695,육봉달,기타 외식,10565.0,11,20,3,3,2,2
1696,바담,한식,15231.0,6,-1180,1,3,5,1
1697,9cafe,커피,8090.0,7,-972,2,3,2,1
1698,엠제이,한식,38934.0,10,118,5,3,1,3
1699,닭광정,치킨,6790.0,4,-495,1,3,5,1
1700,동의명가,한식,7460.0,5,-235,1,3,4,1
1701,카페파머스,커피,19615.0,11,-244,1,3,2,1
1702,철판떼기,한식,1070.0,4,1313,2,3,5,5
1703,9cafe,커피,8090.0,7,-972,2,3,2,1
1704,주인의주방,일식,6515.0,8,302,3,3,2,4
1705,쿡플,일식,4385.0,10,515,3,3,1,5
1706,쏘자,기타 외식,2830.0,14,10,3,3,1,2
1707,은행먹은,한식,2750.0,4,-1521,4,3,4,1
1708,닭갈비클라쓰,치킨,3820.0,4,380,4,3,5,5
1709,신동키닭,치킨,5040.0,4,1540,4,3,4,5
1710,댓짱돈까스,한식,17506.0,6,197,5,3,3,4
1711,심청아배고파,기타 외식,5940.0,17,35,4,3,3,2
1712,바담,한식,15231.0,6,-1180,1,3,5,1
1713,슈퍼사이즈커피,커피,4641.0,17,-524,2,3,1,1
1714,채상궁,한식,15300.0,17,131,3,3,2,4
1715,족발3시30분,한식,8492.0,5,1223,2,3,1,5
1716,고양이부엌,기타 외식,8190.0,8,778,1,3,2,5
1717,접시고기,한식,6745.0,4,-315,1,3,5,1
1718,엉뚱한상상,기타 외식,6530.0,8,465,2,3,2,5
1719,스윗디저트카페루시카토,제과제빵,12039.0,15,2212,1,3,2,5
1720,낭만옵빠,기타 외식,3985.0,9,7,5,3,1,2
1721,불돈생돈,한식,5612.0,17,195,2,3,2,4
1722,원조전통명가,기타 외식,8700.0,8,40,3,3,1,2
1723,피자캠프,피자,5885.0,8,276,3,3,3,4
1724,루고,커피,12645.0,4,217,1,3,3,4
1725,황홀한막창,기타 외식,3765.0,12,7,5,3,4,2
1726,더:팬(the:PAN),기타 외식,10880.0,15,306,3,3,2,4
1727,카페아모제,서양식,12097.0,27,136,2,3,2,4
1728,도쿄팡야,제과제빵,22175.0,11,203,3,3,1,4
1729,장인닭갈비,기타 외식,9794.0,8,39,5,3,5,2
1730,리치망고,음료 (커피 외),11390.0,9,279,2,3,1,5
1731,죤슨앤바오,기타 외식,2860.0,5,253,3,3,4,4
1732,하트츄(HEART,기타 외국식,4460.0,9,61,5,3,4,3
1733,떡볶당,분식,5084.0,10,23,2,3,3,2
1734,배가네동태탕찜전문점,기타 외식,6720.0,7,5,5,3,3,2
1735,커스텀커피,커피,8702.0,4,-1046,2,3,5,1
1736,포타이,기타 외국식,9680.0,24,295,2,3,2,4
1737,김영화부대찌개,한식,10420.0,14,33,5,3,3,2
1738,제주도그릴,기타 외식,8002.0,4,61,5,3,5,3
1739,진국본가,한식,11930.0,4,82,4,3,5,3
1740,chefdog,기타 외국식,8340.0,8,-199,1,3,1,1
1741,안동한우곱창,기타 외식,8560.0,9,297,3,3,2,4
1742,삼촌치킨,치킨,6550.0,9,2,5,3,5,2
1743,버즈커피,커피,6185.0,17,311,2,3,2,4
1744,본우리반상,한식,13514.0,19,396,3,3,3,5
1745,뿔난황소곱창,한식,6720.0,5,533,1,3,1,5
1746,836숯불바베큐치킨,치킨,3566.0,6,57,2,3,1,3
1747,메이드인짬뽕,중식,7912.0,9,-233,5,3,5,1
1748,크라제버거,패스트푸드,40170.0,23,328,1,3,1,5
1749,하이미트,한식,23035.0,18,113,3,3,1,3
1750,루고,커피,12645.0,4,217,1,3,3,4
1751,뿔난황소곱창,한식,6720.0,5,533,1,3,1,5
1752,카페아모제,서양식,12097.0,27,136,2,3,2,4
1753,하트츄(HEART,기타 외국식,4460.0,9,61,5,3,4,3
1754,제주도그릴,기타 외식,8002.0,4,61,5,3,5,3
1755,장미막창,기타 외식,9165.0,8,29,5,3,3,2
1756,인생해장국,한식,8611.0,7,229,3,3,2,4
1757,창화당,기타 외식,11464.0,5,109,4,3,4,3
1758,하겐다즈,아이스크림/빙수,34388.0,32,262,3,3,3,4
1759,836숯불바베큐치킨,치킨,3566.0,6,57,2,3,1,3
1760,불돈생돈,한식,5612.0,17,195,2,3,2,4
1761,한옥집김치찜,한식,16400.0,9,5627,2,3,3,5
1762,통큰삼겹,기타 외식,2450.0,7,117,4,3,4,3
1763,일품해운대봉가떡볶이,분식,3664.0,3,-259,1,3,0,1
1764,본우리반상,한식,13514.0,19,396,3,3,3,5
1765,제주석갈비,기타 외식,7172.0,6,-131,1,3,0,1
1766,삼촌치킨,치킨,6550.0,9,2,5,3,5,2
1767,국물떡볶이,분식,5216.0,3,-220,1,3,0,1
1768,우아한,주점,5997.0,4,-146,1,3,5,1
1769,육값어치,한식,6570.0,4,4,5,3,5,2
1770,안동한우곱창,기타 외식,8560.0,9,297,3,3,2,4
1771,메이드인짬뽕,중식,7912.0,9,-233,5,3,5,1
1772,와치킨,치킨,4312.0,4,-118,1,3,1,1
1773,일품장수미역,한식,13968.0,9,-2855,3,3,4,1
1774,아자부,제과제빵,29260.0,13,-5332,2,2,1,1
1775,포타이,기타 외국식,9680.0,24,295,2,3,2,4
1776,홍대앞맥주집,주점,6140.0,10,28,2,3,1,2
1777,부송국수,분식,10080.0,8,4,5,3,3,2
1778,닐리스(Nilli's),서양식,19574.0,18,191,2,3,4,4
1779,정광석,한식,13970.0,13,9,4,3,4,2
1780,하이미트,한식,23035.0,18,113,3,3,1,3
1781,범산목장,아이스크림/빙수,9930.0,16,267,4,3,4,4
1782,부산어묵,분식,10310.0,27,100,3,3,4,3
1783,파이널나인,기타 외식,7436.0,3,-2389,2,3,4,1
1784,비어101,주점,6787.0,9,91,1,3,0,3
1785,바담코다리네,한식,15231.0,3,17,5,3,0,2
1786,버즈커피,커피,6185.0,17,311,2,3,2,4
1787,삼청동멸치국수,한식,5480.0,6,-139,2,3,2,1
1788,코다차야,한식,37248.0,10,151,2,3,1,4
1789,크라제버거,패스트푸드,40170.0,23,328,1,3,1,5
1790,신가네정읍국밥,한식,19989.0,6,276,3,3,4,4
1791,미친고기,기타 외식,10753.0,7,0,4,3,2,2
1792,구찌부찌,한식,4205.0,6,-116,1,3,4,1
1793,푸다기,기타 외식,9500.0,13,-238,4,3,2,1
1794,OK포차,주점,9075.0,12,84,4,3,2,3
1795,장병숙,기타 외식,7541.0,9,-110,1,3,5,1
1796,사위식당,한식,10785.0,5,451,5,3,5,5
1797,달떡볶이,분식,4215.0,7,319,3,3,1,5
1798,모스버거(MOSBURGER),패스트푸드,15821.0,12,125,1,3,2,3
1799,본앤본,기타 외식,5480.0,9,151,2,3,5,4
1800,삼촌치킨,치킨,6550.0,9,2,5,3,5,2
1801,부산어묵,분식,10310.0,27,100,3,3,4,3
1802,카페아모제,서양식,12097.0,27,136,2,3,2,4
1803,안동한우곱창,기타 외식,8560.0,9,297,3,3,2,4
1804,구찌부찌,한식,4205.0,6,-116,1,3,4,1
