,brand,category,cost,year,debt_ratio,profit,fairness,growth,stability
4243,SAVOEY(사보에),서양식,14390.0,5,11,5,3,1,2
4244,나리꼬모,커피,5864.0,4,-238,1,3,5,1
4245,1967,한식,10290.0,3,7,2,3,0,2
4246,엉클족,한식,9420.0,6,-405,3,3,2,1
4247,포밥인뉴욕(PhoBob,기타 외식,10695.0,11,124,3,3,1,3
4248,밤새우는,치킨,11905.0,8,-109,1,3,0,1
4249,마녀치킨,치킨,10949.0,21,346,2,3,3,5
4250,호타루,일식,7340.0,10,-104,5,3,3,1
4251,정릉서갈비,기타 외식,18152.0,6,-165,1,3,2,1
4252,치즈에빠진갈매기등짝,한식,9000.0,10,3,5,3,1,2
4253,룸606,서양식,7630.0,7,147,5,3,2,4
4254,이유있는반찬,기타 외식,8505.0,4,-335,1,3,5,1
4255,비트윈브레드,제과제빵,9000.0,7,582,1,3,0,5
4256,더쥬스앤씨,음료 (커피 외),12050.0,13,-145,1,3,0,1
4257,닥가게,치킨,7670.0,9,4,5,3,0,2
4258,칸쿤,기타 외식,2700.0,2,58,4,3,2,3
4259,손큰부자,한식,4919.0,25,-176,1,3,2,1
4260,퀴클리,음료 (커피 외),6430.0,10,181,2,3,2,4
4261,마담포,기타 외국식,7565.0,7,193,5,3,5,4
4262,중앙칼국수,분식,7645.0,11,273,2,3,2,4
4263,허브스미스(Herbsmith),기타 외식,12820.0,6,43,5,3,4,2
4264,라멘;에스(LAMEN;S),기타 외식,11850.0,13,-121,1,3,1,1
4265,황제육회,한식,6350.0,14,7,1,3,1,2
4266,라이너스바베큐딜리버리,서양식,13000.0,9,-8060,1,3,1,1
4267,보스,커피,7560.0,11,39,5,3,4,2
4268,바다바라기,한식,15955.0,12,124,5,3,2,3
4269,바다쭈꾸미,한식,7505.0,15,6,5,3,3,2
4270,착한전수,기타 외식,9486.0,5,389,4,3,5,5
4271,남천닭갈비,치킨,1420.0,10,366,2,3,2,5
4272,청리주물럭,한식,8350.0,20,31,3,3,2,2
4273,나쁜쭈꾸미,한식,16885.0,9,434,1,3,0,5
4274,전티마이,기타 외국식,7680.0,9,-987,1,3,1,1
4275,가르텐프레쉬펍,주점,16272.0,10,160,4,3,4,4
4276,치지이탈리아니,피자,41700.0,9,51,1,3,2,3
4277,조순금닭도리탕,한식,12490.0,3,72,2,3,0,3
4278,조선짬뽕,중식,10287.0,5,334,4,3,5,4
4279,메조디파스타(mezzo,서양식,14622.0,10,2516,1,3,2,5
4280,낭만순대,기타 외식,10815.0,10,-168,2,3,5,1
4281,황금곱창,한식,11060.0,4,43,5,3,5,2
4282,해장옥,한식,20580.0,6,-153,1,3,1,1
4283,오복오봉집,한식,10010.0,9,89,4,3,4,3
4284,올리브돈까스,기타 외식,9527.0,4,154,2,3,5,4
4285,소복소복,음료 (커피 외),16230.0,9,-516,2,3,1,1
4286,보스커피&브런치,커피,7955.0,6,9,5,3,5,2
4287,레비스,주점,11970.0,23,11,1,3,4,2
4288,지리산약초장어,한식,14140.0,15,57,2,3,3,3
4289,일미제면소,한식,5810.0,5,40,2,3,0,2
4290,TAPTAP(탭탭),기타 외식,12485.0,14,42,3,3,2,2
4291,진명인면옥,한식,11629.0,3,276,2,3,0,4
4292,싼다방,커피,6416.0,9,347,3,3,5,5
4293,필용이닭갈비,기타 외식,14697.0,19,95,4,3,3,3
4294,해물의제왕,한식,14060.0,10,11,5,3,2,2
4295,떡꼬기&스테이크제트,서양식,5084.0,5,-397,1,3,1,1
4296,홍대돈부리24시,일식,6085.0,12,308,5,3,5,4
4297,봉리단길,커피,14600.0,5,881,3,3,0,5
4298,썬데이반점,중식,10580.0,11,59,5,3,3,3
4299,카페앤스터프,커피,10355.0,16,20,5,3,0,2
4300,국민통닭,치킨,3445.0,3,195,2,3,0,4
4301,맛소우,일식,20540.0,4,329,4,3,0,4
4302,못말리는프렌즈,치킨,7910.0,11,236,4,3,1,4
4303,미스누들,분식,5150.0,6,647,2,3,1,5
4304,밀천지,한식,5162.0,10,9,4,3,5,2
4305,비안(Bian),제과제빵,4975.0,10,-130,1,3,5,1
4306,델리아메리칸,패스트푸드,13610.0,13,137,1,3,0,4
4307,양선생,중식,11733.0,8,12,5,3,1,2
4308,치킨人류,치킨,3730.0,3,333,2,3,0,4
4309,미트락,서양식,8990.0,19,45,3,3,4,2
4310,기창(KICHANG)성주막창,한식,15595.0,10,939,3,3,2,5
4311,명장반점,중식,18449.0,4,187,5,3,0,4
4312,요요프레쉬티바,음료 (커피 외),7540.0,8,20498,1,3,0,5
4313,황제무한화로구이,한식,22660.0,4,630,4,3,5,5
4314,산들바람,한식,16615.0,18,20,2,3,2,2
4315,가마깨비,한식,10730.0,6,892,4,3,5,5
4316,그림카페(Greem,커피,880.0,13,151,3,3,2,4
4317,이태리식당,서양식,8640.0,4,40,5,3,5,2
4318,하이롤러홀덤펍,주점,10343.0,3,-611,1,3,0,1
4319,마치래빗,서양식,6195.0,10,20,4,3,4,2
4320,해운대31cm해물칼국수,한식,8407.0,3,125,4,3,0,3
4321,양빠바(양빠bar),기타 외식,7930.0,7,12,4,3,2,2
4322,서청미역,한식,5475.0,5,-8033,2,3,5,1
4323,페이버리트(FAVORITE),커피,5985.0,5,609,1,3,0,5
4324,카페허니스,기타 외식,10975.0,8,0,4,3,3,1
4325,"겨울,",주점,12710.0,5,17,3,3,0,2
4326,송돈가,한식,10340.0,8,542,4,3,3,5
4327,서울점심,기타 외식,9580.0,17,298,2,3,2,5
4328,치즈쇼피자,피자,7092.0,4,21261,1,3,0,5
4329,김밥친구들,분식,10450.0,9,-241,1,3,2,1
4330,바푸리차돌떡볶이,기타 외식,10428.0,11,593,2,3,2,5
4331,고치소사마,일식,15705.0,5,881,3,3,0,5
4332,다케,일식,9220.0,5,-464,1,3,5,1
4333,탐나는,분식,8818.0,8,31,3,3,5,2
4334,고기의잔치,한식,15149.0,9,325,4,3,0,5
4335,별주막,주점,8945.0,5,26,2,3,3,2
4336,청기와타운,한식,17660.0,11,-210,4,3,4,1
4337,재주당,한식,12760.0,5,-2030,1,3,5,1
4338,개인화로,한식,19780.0,8,43,5,3,3,2
4339,더구띠에커피킹,커피,21900.0,26,697,2,3,1,5
4340,마요네즈,일식,9320.0,5,325,4,3,5,4
4341,교동우동&김밥,분식,9800.0,6,1155,2,3,1,5
4342,미사이,기타 외식,16378.0,10,6818,2,3,0,5
4343,교토돈부리,일식,9485.0,7,165,3,3,2,4
4344,대호국밥,한식,13968.0,9,-2855,3,3,4,1
4345,빠세,주점,5775.0,10,34,4,3,1,2
4346,해이슬치킨,치킨,2835.0,37,94,2,3,0,3
4347,비손샤브칼국수,기타 외식,18780.0,5,-358,1,3,2,1
4348,뽕짝,기타 외식,7425.0,9,61,5,3,4,3
4349,치킨갑,치킨,5425.0,12,81,4,3,3,3
4350,비츠비츠,서양식,11610.0,6,-149,1,3,4,1
4351,다품은육개장,기타 외식,9979.0,9,-3145,1,3,0,1
4352,어반나이프,기타 외식,15350.0,10,323,1,3,1,5
4353,토닭토닭,한식,9275.0,8,3,5,3,4,2
4354,여수동치즈갈매기,기타 외식,7690.0,9,22,5,3,4,2
4355,하루와규,일식,9654.0,11,211,2,3,4,4
4356,세광교대갈비집,기타 외식,20400.0,7,117,4,3,4,3
4357,중앙시장통닭,치킨,5175.0,17,109,4,3,2,3
4358,나인핑거스(9FINGERS),패스트푸드,9135.0,14,277,3,3,4,4
4359,더치킨(THE치킨),치킨,4945.0,7,14,5,3,3,2
4360,낙지대학,분식,6501.0,8,21,4,3,0,2
4361,들르미짬뽕,중식,10420.0,9,13,4,3,1,2
4362,올바른단팥빵&고로케,제과제빵,9300.0,9,-532,5,3,2,1
4363,숯불소갈비살전문점챌린지,한식,10400.0,9,223,5,3,4,4
4364,아이스탑,주점,8200.0,9,-146,1,3,0,1
4365,하루국시101,기타 외식,5670.0,9,109,5,3,4,3
4366,프리미엄,주점,5930.0,10,14,4,3,5,2
4367,쑤니,한식,16795.0,20,457,1,3,2,5
4368,프레시고,기타 외식,7815.0,12,245,1,3,5,4
4369,분식발전소,분식,9340.0,24,126,3,3,3,3
4370,스노우비(Snow-b),기타 외식,16745.0,14,49,2,3,1,2
4371,킹스타치킨,치킨,4280.0,8,-111,1,3,3,1
4372,자연애맛,한식,7320.0,16,249,3,3,3,4
4373,마중뼈다귀,한식,3795.0,2,103,5,3,4,3
4374,흑운당,커피,7372.0,4,-230,1,3,2,1
4375,두미락,한식,12039.0,11,33,1,3,5,2
4376,밀밭양조장,주점,9250.0,5,4,1,3,0,2
4377,THE,한식,10345.0,6,1622,4,3,5,5
4378,시래옥,한식,21279.0,14,-390,2,3,1,1
4379,이대감,한식,13354.0,4,356,3,3,0,5
4380,케이푸드익스프레스,분식,7260.0,17,185,2,3,1,4
4381,스노우무무,아이스크림/빙수,16199.0,30,957,2,3,2,5
4382,삐삐식당,한식,9630.0,10,17,3,3,5,2
4383,바오미엔관,중식,10170.0,30,957,2,3,2,5
4384,이공국시,분식,10915.0,13,168,3,3,2,4
4385,세겹살,기타 외식,13722.0,7,180,5,3,3,4
4386,쌀을품은닭,한식,3500.0,15,22,4,3,2,2
4387,안녕식당,한식,7470.0,7,310,3,3,2,5
4388,포차1979,주점,6140.0,8,-311,3,3,5,1
4389,아내의쉐프,기타 외식,9465.0,8,-239,3,3,0,1
4390,육심,한식,13590.0,12,103,5,3,3,3
4391,돼지통,한식,6310.0,5,1,5,3,3,2
4392,닌자고쿠시,주점,8552.0,9,7,5,3,2,2
4393,블랭,한식,7078.0,7,2,3,3,2,2
4394,웨즐스프레즐,제과제빵,8110.0,9,-108,1,3,1,1
4395,용용선생,주점,17820.0,21,158,3,3,3,4
4396,손수요,기타 외식,8110.0,7,11,3,3,5,2
4397,러브미텐더(love,치킨,5040.0,11,250,3,3,2,4
4398,육앤샤,한식,6050.0,9,639,2,3,1,5
4399,이삭버거,패스트푸드,10853.0,19,66,4,3,4,3
4400,엄's김밥카페,분식,9385.0,14,-234,3,3,3,1
4401,플랫폼엘(Platform,커피,8497.0,9,317,2,3,1,5
4402,계경목장,한식,7335.0,23,85,3,3,3,3
4403,본마야,한식,19794.0,9,-378,1,3,2,1
4404,쉐프의부대찌개&정다율짬뽕,기타 외식,10898.0,8,-376,1,3,4,1
4405,KOKUMI,일식,8890.0,5,8,5,3,4,2
4406,12지락,한식,8220.0,9,106,5,3,0,3
4407,탐족,한식,4906.0,32,134,2,3,2,3
4408,명태밥상,한식,11830.0,8,40,5,3,2,2
4409,새벽시장,주점,9220.0,15,78,3,3,2,3
4410,대만락,제과제빵,7560.0,7,147,1,3,5,4
4411,고기굽는카페조선,기타 외식,12000.0,10,-126,1,3,1,1
4412,킹핀비어(KING,주점,5687.0,11,321,4,3,3,5
4413,피자네플러스,피자,5007.0,16,95,2,3,2,3
4414,세븐유,한식,6110.0,11,270,2,3,2,4
4415,마이브루클린키친,패스트푸드,8695.0,25,-104,1,3,4,1
4416,우리술상(우리들술맛나는세상),한식,7905.0,40,9,2,3,2,2
4417,켄터키,치킨,5422.0,21,109,2,3,1,3
4418,이천가든,한식,7285.0,4,-495,1,3,5,1
4419,찜다해,기타 외식,10600.0,15,9,5,3,4,2
4420,고스테이크,서양식,15639.0,16,39,5,3,3,2
4421,우겹다짐,한식,3563.0,6,979,1,3,3,5
4422,진짜배기명태촌,한식,10400.0,5,35,5,3,0,2
4423,온더문포차,주점,8500.0,4,-474,1,3,5,1
4424,일가해신탕,한식,6875.0,8,-142,1,3,0,1
4425,면앤면추억의가락국수,분식,8380.0,6,482,2,3,1,5
4426,텐동요츠야,일식,7350.0,7,39,5,3,3,2
4427,칠성식당,기타 외식,8600.0,17,338,2,3,2,5
4428,오가네대구왕뽈떼기,기타 외식,11450.0,10,289,5,3,5,4
4429,정동뚝배기,분식,8380.0,6,482,2,3,1,5
4430,불소식당,기타 외식,10088.0,8,60,2,3,1,3
4431,릴라돈가스,분식,9375.0,11,10347,4,3,5,5
4432,블랙티드,음료 (커피 외),6446.0,3,-704,2,3,0,1
4433,피쉬스토리,기타 외식,6237.0,10,2,5,3,5,2
4434,카페,음료 (커피 외),5095.0,13,-1376,5,3,2,1
4435,FUNFUN한092,주점,9497.0,14,-297,2,3,1,1
4436,스위트몬스터(SWEET,아이스크림/빙수,10430.0,9,6692,2,3,1,5
4437,삐뽀,치킨,10915.0,11,2005,3,3,3,5
4438,설어정,기타 외식,7760.0,7,91,3,3,3,3
4439,공시엔승,기타 외식,9115.0,10,31,5,3,3,2
4440,948키친(948Kitchen),기타 외식,40060.0,9,-7183,2,3,4,1
4441,엘마노,일식,10620.0,8,146,3,3,3,4
4442,찜샤브,기타 외식,16650.0,3,185,3,3,0,4
4443,바게트킹,서양식,6627.0,10,2,1,3,0,2
4444,고기와국수이야기,한식,20990.0,9,1997,4,3,1,5
4445,내고향훈장만두수,분식,4554.0,10,90828,5,3,4,5
4446,왕건이감자탕,한식,8400.0,5,125,5,3,3,3
4447,무한계도,한식,13830.0,11,775,3,3,4,5
4448,쌍쌍포차,한식,9770.0,9,85,4,3,5,3
4449,모노모노,일식,4917.0,9,-185,1,3,0,1
4450,행복굽는돼지대장,한식,20432.0,9,36,5,3,3,2
4451,화양가옥,서양식,25135.0,5,693,2,3,5,5
4452,배달은,한식,4535.0,5,2,1,3,4,2
4453,찜따기,기타 외식,10274.0,9,1,4,3,4,2
4454,티라펠리체,기타 외식,20755.0,8,1026,1,3,4,5
4455,다포유,치킨,5590.0,15,5,3,3,4,2
4456,허선웅닭갈비,한식,7405.0,14,7,5,3,2,2
4457,미스터빈(Mr,음료 (커피 외),8670.0,6,21774,1,3,5,5
4458,제주양가네해물한상,한식,11420.0,7,196,3,3,2,4
4459,샌드위밋,기타 외국식,13678.0,9,-255,1,3,3,1
4460,말리커피,커피,9800.0,9,-177,1,3,5,1
4461,어신코뎅이,한식,16450.0,7,11,5,3,2,2
4462,카페라미떼(cafeLAMITTE),기타 외식,9190.0,10,467,4,3,5,5
4463,LQL터쿼이즈(TURQUOISE),커피,9704.0,10,194,2,3,1,4
4464,이주사목로청,주점,3388.0,18,-165,1,3,1,1
4465,청화당,중식,25105.0,20,-161,5,3,4,1
4466,메종드기기,커피,7620.0,10,-140,1,3,5,1
4467,다다미,한식,5810.0,7,20,5,3,3,2
4468,스토리판,한식,13740.0,23,201,4,3,4,4
4469,쌀로요리한닭SSalDDak,치킨,7747.0,14,79,3,3,2,3
4470,카페,커피,20047.0,6,1742,3,3,5,5
4471,더철판삼겹,기타 외식,2960.0,3,128,3,3,0,3
4472,BALENA,커피,30900.0,3,1581,3,3,0,5
4473,천안명물호도원,제과제빵,5137.0,16,755,3,3,3,5
4474,오메야,한식,13700.0,10,13,4,3,2,2
4475,엘제이커피(LJ,커피,6041.0,5,-981,2,3,4,1
4476,밀팟,아이스크림/빙수,17880.0,12,-194,5,3,5,1
4477,팔당반점,중식,20321.0,5,52828,5,3,4,5
4478,후앙베이커리,제과제빵,33800.0,8,169,5,3,0,4
4479,베네치아(VENEZIA),서양식,41710.0,13,145,2,3,2,4
4480,구공족발,기타 외식,5073.0,3,1016,2,3,0,5
4481,섬마을치킨,치킨,4015.0,9,538,1,3,4,5
4482,에이프릴마켓,서양식,31810.0,12,44,3,3,1,2
4483,효소원순두부와청국장그리고찜,한식,7725.0,14,-170,1,3,2,1
4484,"쉼,",주점,6130.0,3,141,1,3,0,4
4485,달인우동,분식,6845.0,7,18,4,3,5,2
4486,강릉장칼집,한식,12004.0,7,-127,2,3,2,1
4487,대성명태가명태마을,한식,7955.0,9,9,5,3,3,2
4488,코르바니,서양식,7755.0,4,-462,2,3,4,1
4489,본동네추어탕,한식,8400.0,5,125,5,3,3,3
4490,마루돈스텍,기타 외국식,9185.0,17,30,5,3,3,2
4491,어부홍씨물회,기타 외식,9910.0,21,2,4,3,3,2
4492,선어도,한식,9080.0,9,-1127,2,3,1,1
4493,김수미의엄마손맛,기타 외식,11495.0,3,-312,1,3,0,1
4494,그레야마더지,서양식,13863.0,3,1508,2,3,0,5
4495,마포옥고급소갈비,한식,8607.0,8,1472,1,3,2,5
4496,벤티프레소,커피,5905.0,5,546,4,3,3,5
4497,불로만돈까스팜,분식,11610.0,25,278,3,3,2,4
4498,야먹자,주점,11450.0,8,-275,3,3,5,1
4499,지단분식,분식,5260.0,6,-160,1,3,3,1
4500,오쎈치킨,치킨,7075.0,10,12,5,3,2,2
4501,좋구먼국밥,한식,11055.0,18,-222,3,3,2,1
4502,신순애우동,분식,8430.0,9,2,5,3,2,2
4503,일미불고기도시락,기타 외식,6040.0,7,-378,1,3,0,1
4504,사천신짬뽕,중식,6665.0,20,383,5,3,4,5
4505,빌런,주점,19250.0,3,12,5,3,0,2
4506,후후,기타 외식,6517.0,32,212,3,3,3,4
4507,어도락,한식,5725.0,10,-239,1,3,5,1
4508,불굴의떡볶이,분식,4380.0,14,83,3,3,2,3
4509,하루의,주점,9770.0,3,7563,2,3,0,5
4510,컨테이너피플,분식,6055.0,4,-201,1,3,5,1
4511,화동옥,한식,12380.0,9,523,4,3,5,5
4512,교자킹,기타 외식,12413.0,8,546,1,3,2,5
4513,삼삼막창1994,한식,6535.0,3,-375,1,3,0,1
4514,거주옥,일식,9705.0,5,-1,5,3,2,1
4515,류근모와열명의농부,한식,24607.0,8,4460,1,3,3,5
4516,스미비부타동,일식,7923.0,3,-1101,4,3,5,1
4517,김영달의,분식,8117.0,4,14,5,3,4,2
4518,masalmi(마샐미),기타 외식,7020.0,7,-3947,2,3,0,1
4519,현덕대창,한식,14940.0,7,141,5,3,4,4
4520,꼬춧집,한식,9126.0,14,386,1,3,1,5
4521,스마일디저트,커피,9300.0,7,-501,1,3,0,1
4522,절구미집,한식,13864.0,29,71,3,3,3,3
4523,씨베리안치킨,치킨,12655.0,29,151,4,3,3,4
4524,한국본갈비,기타 외식,41427.0,29,151,4,3,3,4
4525,토향촌,한식,11285.0,11,611,4,3,3,5
4526,송송당,분식,8571.0,13,196,2,3,2,4
4527,부원남광식당,한식,6085.0,7,127,1,3,0,3
4528,런던카페,커피,20760.0,7,63,4,3,4,3
4529,포세븐,기타 외국식,8565.0,20,112,3,3,1,3
4530,백세면사무소,기타 외식,10915.0,3,100,3,3,0,3
4531,치라시스시,일식,6750.0,26,64,2,3,2,3
4532,농부바게트,제과제빵,5590.0,3,1301,3,3,0,5
4533,국제빵집,제과제빵,7504.0,7,255,4,3,0,4
4534,비엔나핫도그,패스트푸드,3410.0,8,-121,4,3,3,1
4535,고철상,기타 외식,13280.0,6,66,5,3,2,3
4536,정미소맥주,주점,7360.0,5,375,4,3,4,5
4537,한상바오와갈비,한식,17510.0,6,-181,1,3,0,1
4538,월매뜨레,분식,5600.0,4,1489,3,3,5,5
4539,밥생각,한식,7240.0,8,-225,1,3,5,1
4540,팔팔문어,기타 외식,5900.0,11,12,4,3,3,2
4541,돈과채,한식,11630.0,10,5,5,3,3,2
4542,해운대153해물칼국수,한식,15030.0,3,-942,1,3,0,1
4543,무인다방,커피,5346.0,3,-640,1,3,0,1
4544,밥앤국,한식,6570.0,24,2922,3,3,1,5
4545,광천집,기타 외식,6545.0,10,35,5,3,2,2
4546,사랑탕,한식,7449.0,10,-522,2,3,1,1
4547,에잇코너스(EIGHT,음료 (커피 외),10233.0,8,47,4,3,4,2
4548,새우상회,한식,9465.0,8,701,4,3,5,5
4549,이한규의,기타 외식,3419.0,13,2214,2,3,1,5
4550,서울김밥,분식,5315.0,7,5,5,3,3,2
4551,디쉬룸,커피,20996.0,9,132,4,3,4,4
4552,기와,한식,13765.0,8,59,5,3,4,3
4553,퍼니퍼니,기타 외식,17322.0,17,74,1,3,1,3
4554,멸치가살아있는국수,분식,7426.0,7,1288,3,3,1,5
4555,대세박목살,한식,7681.0,8,-360,1,3,1,1
4556,감성호프,주점,7900.0,3,6,1,3,0,2
4557,보족애,한식,15462.0,17,394,2,3,3,5
4558,RCC,치킨,4391.0,5,-298,1,3,5,1
4559,위대한카츠비,일식,7835.0,3,40,3,3,0,2
4560,힐스커피(HILLS,커피,6650.0,24,459,2,3,2,5
4561,1990,한식,8142.0,10,-522,2,3,1,1
4562,대만풍미단카스테,제과제빵,4820.0,9,3692,1,3,2,5
4563,안춘배씨,주점,7315.0,10,18,2,3,1,2
4564,에프티프렌즈파머스테이블(FTFriends파머스테이블),기타 외식,32070.0,3,-172,1,3,0,1
4565,닥터박스(Dr.BOX),기타 외식,8978.0,19,95,4,3,3,3
4566,목포어묵오선당,한식,6880.0,3,-16485,2,3,0,1
4567,춘이네,한식,8350.0,4,229,4,3,5,4
4568,구웠닭,치킨,8450.0,5,564,4,3,5,5
4569,가평다하랑,한식,10530.0,6,157,3,3,4,4
4570,서백자와허규일,한식,12717.0,8,68,1,3,0,3
4571,빵쌤(BBANGSSAEM),제과제빵,24700.0,4,91,5,3,0,3
4572,달려라짬뽕,기타 외식,10332.0,7,-319,1,3,1,1
4573,풍년인카페,음료 (커피 외),11500.0,18,195,3,3,2,4
4575,꾸아(Qua),기타 외국식,7980.0,3,24,5,3,0,2
4576,내고향막창,한식,5045.0,16,-280,5,3,4,1
4577,돈쿡,분식,9530.0,21,112,4,3,3,3
4578,임대장,한식,7640.0,3,113,2,3,0,3
4579,황태장인,한식,7120.0,9,-155,5,3,3,1
4580,만덕식당,기타 외식,8320.0,7,-6079,2,3,1,1
4581,행포케(HANG,기타 외식,7296.0,3,129,5,3,5,3
4582,오지버거,패스트푸드,15897.0,3,10,1,3,0,2
4583,원키친,기타 외식,12129.0,29,78,4,3,4,3
4584,우럭쌀롱,기타 외식,7790.0,9,46,5,3,2,2
4585,하르빈,기타 외국식,11850.0,9,19,5,3,5,2
4586,대천국밥,한식,6940.0,7,141,5,3,4,4
4587,전일맥주,주점,9110.0,3,54,5,3,0,3
4588,박봉구가래떡볶이,분식,3393.0,7,221,1,3,1,4
4589,배달은,한식,6798.0,3,25,1,3,0,2
4590,카페오미니,커피,5980.0,4,-284,1,3,0,1
4591,마리되야지,한식,11088.0,3,13,2,3,0,2
4592,오대봉,기타 외식,21785.0,10,-119,1,3,1,1
4593,버거베어,패스트푸드,9580.0,4,290,4,3,5,4
4594,일팔양대창,기타 외식,6085.0,4,10,5,3,0,2
4595,제주애월카츠,기타 외식,11960.0,3,602,1,3,0,5
4596,덕산고덕갈비,기타 외식,14906.0,7,172,5,3,0,4
4597,유부공방,일식,10805.0,3,602,1,3,0,5
4598,홍싸부중화비빔밥,중식,7735.0,3,50,2,3,0,2
4599,카페606,커피,4848.0,7,147,5,3,2,4
4600,부자돼지,기타 외식,10615.0,16,441,4,3,2,5
4601,쿠바프레소,커피,5445.0,7,-265,1,3,0,1
4602,모찌에,기타 외식,7020.0,7,670,1,3,0,5
4603,포천삽불고기,기타 외식,5095.0,12,248,2,3,2,4
4604,차유,중식,8900.0,9,-360,1,3,5,1
4605,양파링,주점,9740.0,3,83,5,3,0,3
4606,태화분식관[대기만성],분식,7010.0,3,587,4,3,0,5
4607,근대화통닭,치킨,2885.0,6,10,1,3,2,2
4608,따복따복,한식,7148.0,8,21,4,3,0,2
4609,포포돈카츠,기타 외식,8245.0,20,90,2,3,1,3
4610,카페,커피,18150.0,5,-279,1,3,2,1
4611,간성,중식,13807.0,3,77,3,3,0,3
4612,달라커피,커피,5610.0,5,252,5,3,5,4
4613,청정가,기타 외식,63975.0,8,-601,1,3,5,1
4614,슾맵네,기타 외식,5163.0,17,333,2,3,4,4
4615,황소야,한식,6863.0,8,8505,2,3,0,5
4616,돼갈박,기타 외식,6545.0,15,3,5,3,3,2
4617,수페부엌,서양식,18570.0,10,41,5,3,4,2
4618,#힘이나는커피생활,커피,7229.0,3,-143,5,3,0,1
4619,금산곰탕,한식,17500.0,7,11,5,3,3,2
4620,파운데이,제과제빵,7955.0,4,-979,3,3,5,1
4621,열정도,기타 외식,6416.0,5,-298,1,3,5,1
4622,오골계선생,치킨,17280.0,10,1,5,3,3,2
4623,용호동낙지,한식,10670.0,7,843,2,3,2,5
4624,출출한세상핫도그,패스트푸드,3886.0,12,203,3,3,4,4
4625,고팥슈,커피,6030.0,6,10,1,3,3,2
4626,중앙동실비집쭈꾸미,한식,4535.0,7,-235,1,3,0,1
4627,천지감자탕,한식,10690.0,7,5371,5,3,3,5
4628,루아,커피,10730.0,6,351,3,3,3,5
4629,포25(PHO25),기타 외국식,8757.0,3,4,2,3,0,2
4630,JVL감성떡볶이,분식,7010.0,8,-203,1,3,2,1
4631,JVL직화삼겹살&야식,한식,7035.0,8,-203,1,3,2,1
4632,김병창의,일식,18875.0,6,10,5,3,4,2
4633,티가렛,음료 (커피 외),4810.0,3,2,2,3,0,2
4634,당산부대명태마을,한식,7580.0,15,-389,5,3,3,1
4635,지씨,제과제빵,46265.0,3,187,3,3,0,4
4636,아이스윗,제과제빵,3390.0,23,543,2,3,1,5
4637,떡찌니떡볶이,분식,7515.0,11,-4054,3,3,3,1
4638,코야코,일식,6238.0,11,7,4,3,2,2
4639,꾸덕집,한식,,4,-687,1,3,0,1
4640,삼시집밥,한식,3455.0,3,118,5,3,0,3
4641,돝랑,한식,8920.0,20,94,5,3,3,3
4642,육칠팔,한식,12098.0,16,58,1,3,2,3
4643,카페쌔미(CAFE,기타 외식,11440.0,3,-517,1,3,0,1
4644,강민주의들밥,한식,19605.0,3,94,5,3,0,3
4645,WSTYLE,제과제빵,30795.0,4,183,4,3,5,4
4646,족발보감,한식,5885.0,3,2,3,3,0,2
4647,공일,패스트푸드,4730.0,7,5,5,3,4,2
4648,메밀당막국수,한식,6820.0,4,1090,2,3,5,5
4649,몬스터,서양식,17660.0,8,7,5,3,3,2
4650,나는자연닭이다,치킨,3675.0,3,23,2,3,0,2
4651,디저트스튜디오,기타 외식,7350.0,7,-194,1,3,2,1
4652,서울빙수,아이스크림/빙수,7240.0,7,-194,1,3,2,1
4653,오형제떡공방,기타 외식,7460.0,7,-194,1,3,2,1
4654,잇츠레빗테이블,기타 외식,7240.0,7,-194,1,3,2,1
4655,에그바른,패스트푸드,5560.0,12,3402,1,3,2,5
4656,라멘천하,일식,5382.0,9,10,5,3,1,2
4657,커피네이션,커피,840.0,9,20,2,3,3,2
4658,카우보이,치킨,12150.0,3,92,2,3,0,3
4659,소로야,주점,4777.0,12,43,2,3,3,2
4660,라라치킨,치킨,8165.0,6,-2439,2,3,0,1
4661,서비스포유,커피,5302.0,8,-422,1,3,5,1
4662,옥사장집밥,한식,5360.0,3,257,1,3,0,4
4663,콩밭골순두부,한식,10640.0,14,46,5,3,3,2
4664,떡빙,한식,9130.0,19,676,2,3,3,5
4665,스푼더스트릿,기타 외식,36310.0,10,-522,2,3,1,1
4666,보슬보슬,분식,11531.0,3,-395,1,3,0,1
4667,황금리브런치,서양식,25140.0,13,285,2,3,1,4
4668,콜드스톤,아이스크림/빙수,12100.0,22,166,2,3,2,4
4669,잉쓰(YINGSS),주점,11720.0,6,22225,2,3,1,5
4670,문호리팥죽,한식,12870.0,15,14,5,3,3,2
4671,텐공텐공비어,주점,4565.0,11,54,2,3,5,3
4672,CROCRO,제과제빵,7595.0,8,-584,1,3,1,1
4673,익살스런,커피,29600.0,14,1483,3,3,2,5
4674,통전뚝배기,한식,6281.0,7,-705,4,3,5,1
4675,티니호박,제과제빵,7725.0,11,228,2,3,3,4
4676,프레드릭,제과제빵,3665.0,5,-430,1,3,1,1
4677,한채쭈꾸미,한식,21905.0,5,43,5,3,4,2
4679,마담잔기지떡,기타 외식,14940.0,3,170,2,3,0,4
4680,감자탕의,한식,11410.0,13,59,5,3,3,3
4681,블랙루머,기타 외식,9430.0,4,1566,1,3,0,5
4682,오늘도덮밥,한식,5295.0,8,967,2,3,2,5
4683,청년조개,한식,11022.0,8,6,5,3,3,2
